item_name,state,gmm_rmse,isolation_forest_rmse,random_forest_rmse,gmm_accuracy,isolation_forest_accuracy,random_forest_accuracy,best_model,best_model_accuracy
"SERBUK KURMA AYAM & DAGING ADABI,250g",Johor,0.3110855084191276,0.4016096644512494,0.47519096331149147,90.32258064516128,83.87096774193549,77.41935483870968,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Kedah,0.3110855084191276,0.4016096644512494,0.4016096644512494,90.32258064516128,83.87096774193549,83.87096774193549,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Kelantan,0.3110855084191276,0.43994134506405985,0.508000508000762,90.32258064516128,80.64516129032258,74.19354838709677,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Melaka,0.3110855084191276,0.4016096644512494,0.47519096331149147,90.32258064516128,83.87096774193549,77.41935483870968,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Negeri Sembilan,0.254000254000381,0.4016096644512494,0.43994134506405985,93.54838709677419,83.87096774193549,80.64516129032258,GMM,93.54838709677419
"SERBUK KURMA AYAM & DAGING ADABI,250g",Pahang,0.254000254000381,0.3592106040535498,0.3592106040535498,93.54838709677419,87.09677419354838,87.09677419354838,GMM,93.54838709677419
"SERBUK KURMA AYAM & DAGING ADABI,250g",Perak,0.3110855084191276,0.4016096644512494,0.508000508000762,90.32258064516128,83.87096774193549,74.19354838709677,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Perlis,0.3592106040535498,0.4016096644512494,0.47519096331149147,87.09677419354838,83.87096774193549,77.41935483870968,GMM,87.09677419354838
"SERBUK KURMA AYAM & DAGING ADABI,250g",Pulau Pinang,0.3110855084191276,0.43994134506405985,0.4016096644512494,90.32258064516128,80.64516129032258,83.87096774193549,GMM,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Sabah,0.47519096331149147,0.4016096644512494,0.5956833971812706,77.41935483870968,83.87096774193549,64.51612903225806,Isolation Forest,83.87096774193549
"SERBUK KURMA AYAM & DAGING ADABI,250g",Sarawak,0.3592106040535498,0.3110855084191276,0.47519096331149147,87.09677419354838,90.32258064516128,77.41935483870968,Isolation Forest,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",Selangor,0.3592106040535498,0.3592106040535498,0.508000508000762,87.09677419354838,87.09677419354838,74.19354838709677,GMM,87.09677419354838
"SERBUK KURMA AYAM & DAGING ADABI,250g",Terengganu,0.3592106040535498,0.254000254000381,0.508000508000762,87.09677419354838,93.54838709677419,74.19354838709677,Isolation Forest,93.54838709677419
"SERBUK KURMA AYAM & DAGING ADABI,250g",W.P. Kuala Lumpur,0.3592106040535498,0.3110855084191276,0.47519096331149147,87.09677419354838,90.32258064516128,77.41935483870968,Isolation Forest,90.32258064516128
"SERBUK KURMA AYAM & DAGING ADABI,250g",W.P. Labuan,0.3592106040535498,0.4016096644512494,0.5679618342470648,87.09677419354838,83.87096774193549,67.74193548387096,GMM,87.09677419354838
"SERBUK KURMA AYAM & DAGING ADABI,250g",W.P. Putrajaya,0.3110855084191276,0.3110855084191276,0.3592106040535498,90.32258064516128,90.32258064516128,87.09677419354838,GMM,90.32258064516128
